roads_evaluated,properties_evaluated,avg_total_violation_duration_s_per_road,p95_total_violation_duration_s_per_road,top_risk_road_id,top_risk_total_violation_duration_s,top_risk_weighted_risk_score
973,6,9.62407434737924,18.589672,349,48.83046,137.185815
