wall_time,episode_idx,road_id,sim_time_s,property,rho,status
2026-06-22 17:21:49,0,349,5.94336,P4_heading_alignment,-1.24541,violated
2026-06-22 17:21:52,0,349,8.11248,P5_recovery,-0.0448,violated
2026-06-22 17:21:53,0,349,9.78896,P5_recovery,-0.1835,violated
2026-06-22 17:21:53,0,349,9.95763,P1_lane_keeping,-0.2461,violated
2026-06-22 17:21:54,0,349,10.0326,P3_steering_smoothness,-0.00967,violated
2026-06-22 17:21:54,0,349,10.93322,P5_recovery,-0.0516,violated
2026-06-22 17:21:56,0,349,12.61045,P5_recovery,-0.1311,violated
2026-06-22 17:22:11,2,853,5.24744,P5_recovery,-0.0019,violated
2026-06-22 17:22:12,2,853,6.2862,P5_recovery,-0.1432,violated
2026-06-22 17:22:12,2,853,6.52281,P1_lane_keeping,-0.0898,violated
2026-06-22 17:22:14,2,853,8.23874,P4_heading_alignment,-0.015,violated
2026-06-22 17:22:14,2,853,8.23874,P6_curvature_safety,-0.00358,violated
2026-06-22 17:22:15,2,853,9.25889,P3_steering_smoothness,-0.08894,violated
2026-06-22 17:22:20,3,826,1.35816,P4_heading_alignment,-1.28815,violated
2026-06-22 17:22:25,4,550,1.94016,P5_recovery,-0.0855,violated
2026-06-22 17:22:25,4,550,2.4671,P1_lane_keeping,-0.0729,violated
2026-06-22 17:22:25,4,550,2.4671,P4_heading_alignment,-0.06823,violated
2026-06-22 17:22:25,4,550,2.4671,P6_curvature_safety,-0.01555,violated
2026-06-22 17:22:26,4,550,2.78726,P3_steering_smoothness,-0.09737,violated
2026-06-22 17:22:27,4,550,4.47145,P5_recovery,-0.1184,violated
2026-06-22 17:22:30,4,550,6.8548,P5_recovery,-0.4052,violated
2026-06-22 17:29:50,0,193,0.5436,P4_heading_alignment,-1.31748,violated
2026-06-22 17:29:56,1,88,2.77872,P5_recovery,-0.0125,violated
2026-06-22 17:29:58,1,88,4.10475,P5_recovery,-0.1357,violated
2026-06-22 17:29:58,1,88,4.45954,P1_lane_keeping,-0.1136,violated
2026-06-22 17:29:59,1,88,4.91737,P4_heading_alignment,-0.02904,violated
2026-06-22 17:29:59,1,88,5.48935,P5_recovery,-0.1324,violated
2026-06-22 17:30:01,1,88,7.25112,P5_recovery,-0.0659,violated
2026-06-22 17:30:02,1,88,8.25107,P5_recovery,-0.1177,violated
2026-06-22 17:30:04,1,88,10.59078,P5_recovery,-0.1463,violated
2026-06-22 17:30:04,1,88,10.68282,P6_curvature_safety,-0.00481,violated
2026-06-22 17:30:05,1,88,10.88829,P3_steering_smoothness,-0.02873,violated
2026-06-22 17:30:07,1,88,12.81444,P5_recovery,-0.3453,violated
2026-06-22 17:30:12,2,647,2.90616,P5_recovery,-0.0116,violated
2026-06-22 17:30:13,2,647,4.06964,P6_curvature_safety,-0.00049,violated
2026-06-22 17:30:18,2,647,8.38849,P1_lane_keeping,-0.1258,violated
2026-06-22 17:30:18,2,647,8.79857,P3_steering_smoothness,-0.08012,violated
2026-06-22 17:30:18,2,647,8.79857,P4_heading_alignment,-0.04237,violated
2026-06-22 17:30:29,3,321,9.07363,P5_recovery,-0.0041,violated
2026-06-22 17:30:29,3,321,9.5322,P4_heading_alignment,-0.01002,violated
2026-06-22 17:30:29,3,321,9.5322,P6_curvature_safety,-0.0118,violated
2026-06-22 17:30:30,3,321,9.76512,P1_lane_keeping,-0.723,violated
2026-06-22 17:30:30,3,321,9.92658,P3_steering_smoothness,-0.25,violated
2026-06-22 17:30:31,3,321,11.50398,P5_recovery,-0.233,violated
2026-06-22 17:30:33,3,321,13.42327,P5_recovery,-1.9159,violated
2026-06-22 17:30:36,4,552,0.59969,P4_heading_alignment,-1.30739,violated
2026-06-22 17:30:42,4,552,6.8096,P5_recovery,-0.0076,violated
2026-06-22 17:30:44,4,552,8.65658,P5_recovery,-0.2659,violated
2026-06-22 17:30:44,4,552,8.80671,P1_lane_keeping,-0.151,violated
2026-06-22 17:30:44,4,552,8.9344,P3_steering_smoothness,-0.00749,violated
2026-06-22 17:30:46,4,552,10.21831,P5_recovery,-0.021,violated
2026-06-22 17:30:46,4,552,10.96181,P5_recovery,-0.0628,violated
2026-06-22 17:30:48,4,552,12.57887,P5_recovery,-0.2496,violated
2026-06-22 17:30:49,4,552,13.36322,P5_recovery,-0.0127,violated
2026-06-22 17:30:50,4,552,14.78498,P6_curvature_safety,-0.00045,violated
2026-06-22 17:30:51,4,552,15.63646,P5_recovery,-0.5633,violated
2026-06-22 17:45:40,1,88,9.06699,P5_recovery,-0.0098,violated
2026-06-22 17:45:41,1,88,10.17655,P5_recovery,-0.0802,violated
2026-06-22 17:45:41,1,88,10.50806,P6_curvature_safety,-0.01334,violated
2026-06-22 17:45:42,1,88,10.66027,P1_lane_keeping,-0.3552,violated
2026-06-22 17:45:42,1,88,10.77634,P3_steering_smoothness,-0.04845,violated
2026-06-22 17:45:42,1,88,11.49953,P4_heading_alignment,-0.00878,violated
2026-06-22 17:45:44,1,88,12.65367,P5_recovery,-0.0129,violated
2026-06-22 17:45:49,2,647,2.98761,P5_recovery,-0.0242,violated
2026-06-22 17:45:50,2,647,3.99433,P6_curvature_safety,-0.00201,violated
2026-06-22 17:45:52,2,647,6.6344,P5_recovery,-0.1206,violated
2026-06-22 17:45:53,2,647,6.93985,P1_lane_keeping,-0.109,violated
2026-06-22 17:45:53,2,647,7.163,P3_steering_smoothness,-0.03647,violated
2026-06-22 17:45:54,2,647,8.02919,P4_heading_alignment,-0.0127,violated
2026-06-22 17:45:55,2,647,9.54029,P5_recovery,-0.0833,violated
2026-06-22 17:45:58,2,647,12.30976,P5_recovery,-0.0039,violated
2026-06-22 17:46:11,3,321,8.98436,P5_recovery,-0.013,violated
2026-06-22 17:46:11,3,321,9.31628,P6_curvature_safety,-0.01486,violated
2026-06-22 17:46:14,3,321,11.74443,P5_recovery,-0.1268,violated
2026-06-22 17:46:14,3,321,12.06624,P1_lane_keeping,-0.0359,violated
2026-06-22 17:46:14,3,321,12.41001,P3_steering_smoothness,-0.01764,violated
2026-06-22 17:46:17,3,321,15.34318,P4_heading_alignment,-0.14659,violated
2026-06-22 17:46:17,3,321,15.34318,P5_recovery,-0.9139,violated
2026-06-22 17:46:27,4,552,7.66183,P5_recovery,-0.1573,violated
2026-06-22 17:46:29,4,552,9.29197,P5_recovery,-0.0772,violated
2026-06-22 17:46:29,4,552,9.9857,P4_heading_alignment,-0.03483,violated
2026-06-22 17:46:30,4,552,10.19325,P1_lane_keeping,-0.2941,violated
2026-06-22 17:46:30,4,552,10.19325,P5_recovery,-0.7941,violated
2026-06-22 17:46:30,4,552,10.36643,P3_steering_smoothness,-0.081,violated
