road,idx,curvature,str_angle,speed,cte,cl_cross,yaw,rd_hdg,hdg_err,x,y,timestamp
4,1,-0.00559,-0.08637,0.00036,0.0001,0,0.0,-1.66312,1.66312,99.7872,100.868,0.03879
4,1,-0.00559,-0.08628,0.0,0.0001,0,0.0,-1.66312,1.66312,99.7872,100.868,0.08773
4,1,-0.00559,-0.08636,0.0,0.0001,0,0.0,-1.66312,1.66312,99.7872,100.868,0.14725
4,1,-0.00559,-0.08439,1.02528,-0.0001,0,-1.64474,-1.66312,0.01839,99.7864,100.8572,0.1951
4,1,-0.00559,-0.08425,1.78668,-0.0004,0,-1.64929,-1.66312,0.01384,99.785,100.8394,0.24304
4,1,-0.00559,-0.08498,3.00204,-0.0013,0,-1.6444,-1.66312,0.01873,99.7818,100.796,0.29252
4,1,-0.00559,-0.08255,3.75516,-0.002,0,-1.6439,-1.66312,0.01923,99.7789,100.7564,0.34109
4,1,-0.00559,-0.07478,4.8996,-0.0035,0,-1.64248,-1.66312,0.02064,99.7735,100.6812,0.40111
4,1,-0.00559,-0.0734,5.643,-0.0048,0,-1.6434,-1.66312,0.01973,99.7691,100.6207,0.45166
4,2,-0.00593,-0.07929,6.75144,-0.0069,0,-1.6423,-1.65914,0.01683,99.7615,100.5146,0.50157
4,2,-0.00593,-0.07971,7.48188,-0.0097,0,-1.64237,-1.65914,0.01677,99.7557,100.4337,0.55187
4,2,-0.00593,-0.07376,8.56332,-0.0122,0,-1.64106,-1.65914,0.01808,99.7461,100.2973,0.60055
4,2,-0.00593,-0.07981,9.62496,-0.0153,0,-1.63878,-1.65914,0.02035,99.7356,100.1431,0.65025
4,2,-0.00593,-0.07898,10.323,-0.0178,0,-1.63736,-1.65914,0.02177,99.7281,100.0306,0.69803
4,2,-0.00593,-0.07175,11.34684,-0.0221,0,-1.63573,-1.65914,0.02341,99.7162,99.8476,0.7481
4,3,-0.00627,-0.07397,12.01392,-0.0254,0,-1.63388,-1.65491,0.02103,99.7079,99.7162,0.80836
4,3,-0.00627,-0.0786,12.99528,-0.0313,0,-1.63239,-1.65491,0.02252,99.6949,99.5054,0.85744
4,3,-0.00627,-0.0689,13.63248,-0.0349,0,-1.63096,-1.65491,0.02395,99.6859,99.356,0.90602
4,3,-0.00627,-0.06804,14.56524,-0.0412,0,-1.62849,-1.65491,0.02642,99.6722,99.1188,0.95534
4,4,-0.0066,-0.07078,15.17004,-0.0459,0,-1.62596,-1.65044,0.02448,99.663,98.9522,1.00514
4,4,-0.0066,-0.0665,16.05384,-0.0536,0,-1.62488,-1.65044,0.02556,99.6488,98.6899,1.05671
4,4,-0.0066,-0.052,16.62408,-0.0587,0,-1.62269,-1.65044,0.02775,99.6393,98.507,1.10189
4,5,-0.00694,-0.04583,17.4546,-0.0673,0,-1.62041,-1.64573,0.02532,99.6251,98.221,1.15954
4,5,-0.00694,-0.04198,17.99028,-0.0734,0,-1.6197,-1.64573,0.02603,99.6154,98.0228,1.20985
4,5,-0.00694,-0.04948,18.60516,-0.0817,0,-1.61884,-1.64573,0.02689,99.6006,97.715,1.25964
4,6,-0.00729,-0.06556,19.46808,-0.0905,0,-1.6181,-1.64078,0.02268,99.5855,97.396,1.30762
4,6,-0.00729,-0.0634,19.7154,-0.0963,0,-1.61636,-1.64078,0.02441,99.5755,97.1767,1.35601
4,7,-0.00763,-0.05961,20.1834,-0.1057,0,-1.61275,-1.63558,0.02283,99.5613,96.8384,1.41564
4,7,-0.00763,-0.04184,21.12048,-0.1131,0,-1.6093,-1.63558,0.02627,99.5523,96.6048,1.4629
4,7,-0.00763,-0.03261,21.69108,-0.1235,0,-1.60684,-1.63558,0.02873,99.5394,96.2471,1.51035
4,8,-0.00797,-0.03007,22.19328,-0.1309,0,-1.60507,-1.63014,0.02507,99.531,96.0021,1.55964
4,8,-0.00797,-0.03321,22.76424,-0.141,0,-1.60487,-1.63014,0.02527,99.5182,95.6266,1.60933
